Date,Temperature,Humidity,Rainfall,Wind_Speed,Month
2023-01-01,28.973713224089863,31.103440592848003,0.0,16.821791714951996,January
2023-01-02,23.89388559063052,84.85792839362995,0.0,2.0287294634059787,January
2023-01-03,30.18150830480554,37.06506497340847,0.0,23.78726775441968,January
2023-01-04,37.184238851264205,64.59098853085521,0.0,20.96229584607562,January
2023-01-05,23.126773002213312,46.44331324123236,0.0,20.127257962391568,January
2023-01-06,23.126904344406555,63.2506801509476,0.0,20.574595126044187,January
2023-01-07,37.63370252405913,69.08522330111185,0.0,23.317762703319037,January
2023-01-08,31.13947783322327,79.7845082224321,0.0,13.606349152842444,January
2023-01-09,21.244204912520384,42.3852763056362,0.0,5.007050446690648,January
2023-01-10,29.34048034868772,30.659749719508827,0.0,15.419590196313528,January
2023-01-11,21.292658457500306,38.21313780412844,0.0,18.57203734169848,January
2023-01-12,21.274161971437945,84.0011185108863,0.0,18.447934833850635,January
2023-01-13,26.935698172528276,82.43340465375091,0.3811700467333151,13.036225604172005,January
2023-01-14,9.693758042737617,65.8447861302185,0.0,1.7114679833394515,January
2023-01-15,11.200657339895738,66.0310116260192,0.0,9.277823460753195,January
2023-01-16,20.501699766072218,69.90220047277532,0.0,23.01916521158393,January
2023-01-17,16.89735103732461,40.522276717406974,0.0,14.61122274393565,January
2023-01-18,27.51397866076219,84.8647167554976,0.0,13.458298581392835,January
2023-01-19,17.735807395830314,55.12623149352439,0.0,6.721337859554838,January
2023-01-20,13.701570389317668,52.98831169496985,3.961213086672902,9.211222997914472,January
2023-01-21,36.72519015137243,61.13506231697025,0.0,22.38365222882923,January
2023-01-22,23.193789596107717,32.817958006503304,0.0,16.661576188170894,January
2023-01-23,25.54022563750339,39.97700212536476,0.0,19.68467566880832,January
2023-01-24,13.602014510292346,74.28201698558223,0.0,11.35863557669138,January
2023-01-25,20.64493820379854,34.967920075507585,0.0,15.756180486403949,January
2023-01-26,25.88738071767893,66.1891265679833,0.0,6.209590218580188,January
2023-01-27,15.792051380621578,44.72094658087926,1.0171996313391356,17.63652075708716,January
2023-01-28,28.005584146765376,53.35773684251859,0.0,10.690033342583432,January
2023-01-29,20.19489048064956,47.32162420624199,0.0,11.06363787036864,January
2023-01-30,22.666450001653786,51.34036298789695,0.1412147254082204,16.233058114422043,January
2023-01-31,20.186347102164824,73.14275431105473,0.0,23.407015536723165,January
2023-02-01,39.818225476071504,47.8273029373905,0.2904360646571272,1.600158665215523,February
2023-02-02,24.892022202096527,63.98427841781383,0.0,20.61858093367519,February
2023-02-03,16.538312568352797,58.56302413194598,1.5949255331162455,7.309577760304828,February
2023-02-04,31.580359296825517,69.8202699217589,0.0,11.097986362659446,February
2023-02-05,15.233250800231822,86.20978435948548,1.1330215820164995,0.5478332193752239,February
2023-02-06,26.67090876003804,73.95432583261501,0.7473984566614081,7.526151945857825,February
2023-02-07,9.322639008961795,42.89642271544541,0.0,12.565781065753262,February
2023-02-08,14.374511608812556,31.87098810367708,1.1578937812530967,1.4044019336859752,February
2023-02-09,26.574889886952988,45.73584265798951,0.0,12.27739323457913,February
2023-02-10,30.907732639963285,65.70467584201529,0.0,23.177765721460684,February
2023-02-11,26.370946249519765,33.08554880905502,0.0,2.6348304526951303,February
2023-02-12,24.07481374089408,59.78197483207418,0.0,19.11101820188761,February
2023-02-13,22.59117043528569,65.81057093501335,0.0,10.241776334399816,February
2023-02-14,13.17182407706058,50.05463344901765,0.0,16.37934286310845,February
2023-02-15,19.24124633284233,76.25473222474932,0.0,6.505914949630734,February
2023-02-16,21.3148898323217,36.39589518802631,3.0351909864478603,3.987306563533957,February
2023-02-17,33.45697780975132,34.50826690414853,1.2316332441827726,4.011565356780661,February
